City,SaleDate,Price,PricePerSqFt,Acres,Yr,Area,TBr,Bathrooms
CLIVE,12/16/2005,150000,126.26,0.257,1976,1188,3,3
CLIVE,01/11/2000,140000,92.47,0.228,1977,1514,4,3
CLIVE,10/28/1998,132000,87.19,0.228,1977,1514,3,3
CLIVE,01/22/1994,123000,76.78,0.23,1977,1602,3,2
CLIVE,06/07/1995,128000,79.9,0.23,1977,1602,3,2
CLIVE,11/08/1991,95000,60.59,0.23,1976,1568,3,2
CLIVE,08/19/1996,129500,71.63,0.23,1976,1808,4,3
CLIVE,06/03/1995,129000,71.35,0.23,1976,1808,4,3
CLIVE,07/31/1996,127500,70.52,0.229,1977,1808,4,3
CLIVE,11/28/2011,180000,101.24,0.229,1977,1778,4,3
CLIVE,09/28/2003,172500,97.02,0.229,1977,1778,4,3
CLIVE,10/01/2001,157400,88.53,0.229,1977,1778,4,3
CLIVE,04/16/1996,109500,72.23,0.23,1977,1516,4,3
CLIVE,08/22/2001,139000,91.69,0.23,1977,1516,4,3
CLIVE,01/30/1999,115500,74.42,0.23,1977,1552,3,3
CLIVE,03/13/1999,127000,81.83,0.23,1977,1552,3,3
CLIVE,06/25/1990,87500,56.38,0.23,1977,1552,3,3
CLIVE,09/11/2006,205000,104.91,0.23,1977,1954,4,3
CLIVE,08/13/1996,117000,91.98,0.215,1977,1272,3,3
CLIVE,06/23/1990,85000,66.82,0.215,1977,1272,3,3
CLIVE,08/21/1991,111500,71.38,0.215,1978,1562,3,2
CLIVE,09/16/2007,187000,97.8,0.233,1978,1912,4,4
CLIVE,01/31/1990,98000,51.26,0.233,1978,1912,4,4
CLIVE,05/18/2000,163500,85.51,0.233,1978,1912,4,4
CLIVE,07/17/1998,126900,99.37,0.207,1977,1277,3,3
CLIVE,03/22/1999,138900,92.97,0.207,1977,1494,3,3
CLIVE,01/09/1990,90000,60.24,0.207,1977,1494,3,3
CLIVE,06/14/2010,185000,123.83,0.207,1977,1494,3,3
CLIVE,01/06/1994,105000,65.87,0.244,1979,1594,3,3
CLIVE,02/22/2002,130000,81.56,0.201,1979,1594,3,3
CLIVE,07/16/2004,167000,104.77,0.201,1979,1594,3,3
CLIVE,04/07/1994,105000,65.87,0.244,1979,1594,3,3
CLIVE,05/24/2014,164000,102.89,0.201,1979,1594,3,3
CLIVE,12/01/1993,110500,75.07,0.201,1983,1472,3,2
CLIVE,11/15/2003,169500,115.15,0.201,1983,1472,3,2
CLIVE,10/16/1997,133300,78.37,0.201,1983,1701,3,3
CLIVE,04/22/1991,103500,60.85,0.201,1983,1701,3,3
CLIVE,07/03/2000,145000,85.24,0.201,1983,1701,3,3
CLIVE,11/08/1996,129000,75.84,0.201,1983,1701,3,3
CLIVE,02/11/1992,96000,61.78,0.201,1983,1554,3,2
CLIVE,10/31/2003,159900,124.82,0.201,1981,1281,3,3
CLIVE,03/27/1991,107900,56.55,0.201,1979,1908,4,3
CLIVE,03/21/1991,107900,56.55,0.201,1979,1908,4,3
CLIVE,12/26/2000,146900,74.42,0.244,1979,1974,4,3
CLIVE,09/30/1998,138000,69.91,0.244,1979,1974,4,3
CLIVE,10/15/2014,196500,99.54,0.244,1979,1974,4,3
CLIVE,09/24/2002,144900,125.78,0.243,1983,1152,3,3
CLIVE,06/11/1996,113000,98.09,0.243,1983,1152,3,3
CLIVE,04/12/1998,114500,99.39,0.243,1983,1152,3,3
CLIVE,12/14/1993,102000,88.54,0.243,1983,1152,3,3
CLIVE,06/17/2014,195000,122.64,0.201,1979,1590,3,3
CLIVE,04/02/1991,96750,77.4,0.201,1979,1250,3,3
CLIVE,07/03/2011,126000,122.57,0.201,1980,1028,4,2
CLIVE,05/31/2007,153000,148.83,0.201,1980,1028,4,2
CLIVE,02/13/2014,132000,128.4,0.201,1980,1028,3,2
CLIVE,04/21/1997,115500,112.35,0.201,1980,1028,3,2
CLIVE,12/30/2005,167000,131.7,0.201,1979,1268,0,2
CLIVE,03/31/2005,115600,91.17,0.201,1979,1268,0,2
CLIVE,12/16/2009,194900,128.22,0.201,1979,1520,3,3
CLIVE,09/08/1997,138900,91.38,0.201,1979,1520,3,3
CLIVE,07/12/1991,115000,75.66,0.201,1979,1520,3,3
CLIVE,06/18/2004,172000,95.13,0.201,1979,1808,4,3
CLIVE,05/20/2011,175000,68.47,0.201,1978,2556,5,4
CLIVE,04/20/1991,105000,58.08,0.201,1978,1808,3,3
CLIVE,05/19/1992,107350,59.38,0.201,1978,1808,3,3
CLIVE,05/27/2009,170000,94.03,0.201,1983,1808,3,3
CLIVE,05/16/1992,106000,66.13,0.201,1981,1603,3,3
CLIVE,07/10/1991,97000,60.51,0.201,1981,1603,3,3
CLIVE,07/08/2004,168500,105.12,0.201,1981,1603,3,3
CLIVE,08/08/1997,129900,81.04,0.201,1981,1603,3,3
CLIVE,06/28/2000,147900,92.26,0.201,1981,1603,3,3
CLIVE,04/23/2001,147900,92.26,0.201,1981,1603,3,3
CLIVE,07/12/2012,169500,128.8,0.201,1983,1316,3,2
CLIVE,02/03/2002,115000,118.68,0.244,1978,969,2,2
CLIVE,05/26/1995,126500,73.55,0.193,1984,1720,3,3
CLIVE,11/10/2004,179900,104.59,0.193,1984,1720,3,3
CLIVE,07/18/2012,174830,98.77,0.193,1984,1770,3,3
CLIVE,03/17/2005,174900,122.31,0.193,1984,1430,3,3
CLIVE,05/10/1990,96500,67.48,0.193,1984,1430,3,3
CLIVE,01/18/1999,135000,94.41,0.193,1984,1430,3,3
CLIVE,03/26/1993,124000,46.62,0.239,1982,2660,0,6
CLIVE,06/29/1993,132000,58.41,0.201,1983,2260,4,3
CLIVE,06/18/2014,259000,93.43,0.201,1983,2772,5,4
CLIVE,06/30/2002,212000,79.46,0.201,1983,2668,4,3
CLIVE,08/15/1993,119900,79.88,0.201,1983,1501,3,2
CLIVE,03/01/2002,154000,102.6,0.201,1983,1501,3,2
CLIVE,04/28/1998,146000,74.49,0.176,1983,1960,4,3
CLIVE,08/14/2002,164000,83.67,0.201,1983,1960,4,3
CLIVE,10/29/1997,144000,73.47,0.201,1983,1960,4,3
CLIVE,08/30/1995,136900,69.85,0.201,1983,1960,3,3
CLIVE,09/10/1991,108000,54.77,0.201,1984,1972,3,3
CLIVE,04/10/2001,157000,76.36,0.243,1984,2056,3,3
CLIVE,05/28/1992,123000,58.18,0.201,1983,2114,4,3
CLIVE,12/13/1993,151000,62.11,0.2,1984,2431,4,4
CLIVE,02/24/2002,189900,77.07,0.201,1984,2464,4,3
CLIVE,05/22/1994,140750,58.92,0.201,1983,2389,4,3
CLIVE,05/06/2004,179900,75.3,0.201,1983,2389,4,3
CLIVE,05/03/2004,179900,75.3,0.201,1983,2389,4,3
CLIVE,03/02/2012,180000,75.35,0.201,1983,2389,4,3
CLIVE,12/18/1991,123000,51.49,0.201,1983,2389,4,3
CLIVE,12/15/2004,180000,99.56,0.324,1979,1808,4,3
CLIVE,09/14/1995,165000,80.88,0.307,1979,2040,4,3
CLIVE,08/19/2005,219500,87.38,0.301,1982,2512,4,3
JOHNSTON,11/18/2004,86000,102.38,0.337,1948,840,2,1
JOHNSTON,05/25/2000,87000,119.51,0.337,1957,728,3,1
JOHNSTON,11/07/2000,154000,104.62,1.539,1981,1472,2,2
JOHNSTON,11/07/2000,154000,104.62,1.539,1981,1472,2,2
JOHNSTON,07/08/1993,75000,33.78,4,1965,2220,3,2
JOHNSTON,09/28/1999,147900,105.95,0.9,1915,1396,3,1
JOHNSTON,05/23/2000,107000,76.65,0.9,1915,1396,3,1
JOHNSTON,06/21/2012,135000,96.7,0.893,1915,1396,3,1
JOHNSTON,06/17/2005,115000,143.75,0.87,1920,800,2,1
JOHNSTON,02/04/2013,259000,176.91,2.9,1958,1464,3,1
JOHNSTON,05/01/1993,20000,,3.54,,,,0
JOHNSTON,05/07/1999,20000,,3.54,,,,0
JOHNSTON,05/01/1993,20000,,3.54,,,,0
JOHNSTON,06/30/1997,245000,153.8,2.33,1910,1593,4,1
JOHNSTON,05/28/2002,170000,172.06,0.51,1955,988,0,2
JOHNSTON,02/25/2000,134000,135.63,0.51,1955,988,0,2
JOHNSTON,08/20/2002,210000,212.55,0.51,1955,988,0,2
JOHNSTON,03/25/2004,2638600,1254.09,79,1890,2104,4,1
JOHNSTON,01/23/2006,560000,304.35,15.96,1979,1840,3,3
JOHNSTON,04/26/2006,400000,217.39,15.96,1979,1840,3,3
JOHNSTON,04/14/2000,140000,111.11,1.99,1966,1260,3,1
JOHNSTON,03/12/2008,265000,108.87,1.72,1977,2434,4,4
JOHNSTON,10/30/1998,55000,,1.79,,,,0
JOHNSTON,03/13/1991,95000,53.19,,1959,1786,2,1
JOHNSTON,03/10/1999,180000,118.03,1.15,1962,1525,3,3
JOHNSTON,06/03/1999,213000,146.29,1.01,1976,1456,3,3
JOHNSTON,11/01/2004,25000,,2.12,,,,0
JOHNSTON,02/02/1995,190000,107.95,9.31,1960,1760,3,3
JOHNSTON,06/18/1996,225000,127.84,9.31,1960,1760,3,3
JOHNSTON,08/04/1995,78000,77.38,0.476,1958,1008,2,1
JOHNSTON,05/26/1992,73900,46.13,,1960,1602,3,2
JOHNSTON,08/03/1995,50000,31.21,0.441,1960,1602,3,2
JOHNSTON,12/20/2010,875000,906.74,4.622,1918,965,3,1
JOHNSTON,02/22/2007,138000,65.09,0.588,1949,2120,3,2
JOHNSTON,03/27/1991,200000,105.26,9.702,1923,1900,3,1
JOHNSTON,11/17/2008,239000,141.76,1.537,1977,1686,3,3
JOHNSTON,07/11/2012,140000,54.5,0.634,1981,2569,3,2
JOHNSTON,12/11/1997,189000,107.57,1.11,1979,1757,3,3
JOHNSTON,01/10/1996,179900,102.39,1.11,1979,1757,3,3
JOHNSTON,12/28/2000,310000,180.55,3.323,1930,1717,3,2
JOHNSTON,12/13/1990,315000,137.55,10.24,1981,2290,2,3
JOHNSTON,08/30/1994,140000,100.57,1.32,1954,1392,3,2
JOHNSTON,07/24/1998,2230,1.6,1.32,1954,1392,3,2
JOHNSTON,05/31/1994,175000,,4.81,,,,0
JOHNSTON,02/26/2004,400000,255.75,2.82,1963,1564,3,2
JOHNSTON,04/29/2010,235000,150.26,2.82,1963,1564,3,2
JOHNSTON,11/19/1999,145000,93.61,1.021,1967,1549,3,2
JOHNSTON,08/29/2008,450000,290.51,0.952,1967,1549,3,2
JOHNSTON,11/14/2007,184000,100.22,0.48,1972,1836,3,2
JOHNSTON,10/15/2001,45000,34.8,1.63,1962,1293,0,2
JOHNSTON,05/24/2012,156900,102.15,0.46,1977,1536,3,4
JOHNSTON,02/19/1992,85000,55.34,0.46,1977,1536,3,3
JOHNSTON,10/25/1996,115000,74.87,0.46,1977,1536,3,4
JOHNSTON,08/17/2006,130000,104.25,2.46,1889,1247,2,1
JOHNSTON,04/26/2007,248000,247.5,3.41,1920,1002,4,1
JOHNSTON,09/16/2014,99900,,0.62,,,,0
JOHNSTON,09/08/2014,94000,,0.512,,,,0
JOHNSTON,09/16/2014,94900,,0.524,,,,0
JOHNSTON,11/06/2006,375000,143.46,9.583,1972,2614,4,3
JOHNSTON,10/14/1994,100200,85.49,0.92,1954,1172,2,1
JOHNSTON,12/31/1992,84500,73.35,0.48,1951,1152,4,1
JOHNSTON,07/10/2002,162500,141.06,0.522,1951,1152,2,1
JOHNSTON,12/18/2001,105000,78.24,0.98,1918,1342,2,1
JOHNSTON,06/27/2001,9500,7.08,0.98,1918,1342,2,1
JOHNSTON,11/21/1992,117500,75.86,,1928,1549,2,2
JOHNSTON,07/28/1997,118500,76.5,0.994,1928,1549,2,2
JOHNSTON,12/23/2005,282000,149.21,0.623,1997,1890,2,3
JOHNSTON,02/23/1997,41900,,0.623,,,,0
JOHNSTON,03/09/2009,315000,166.67,0.623,1997,1890,2,3
JOHNSTON,11/07/1997,90000,68.23,1.44,1928,1319,3,1
JOHNSTON,03/27/2002,134000,103.08,0.5,1910,1300,2,1
JOHNSTON,07/22/2014,226000,113,0.91,1962,2000,4,2
JOHNSTON,06/05/2007,185000,97.99,0.91,1962,1888,4,2
JOHNSTON,11/22/2005,237180,,1.163,,,,0
JOHNSTON,06/24/2013,500000,,5.998,,,,0
JOHNSTON,04/02/2008,235180,156.68,0.083,2007,1501,4,3
JOHNSTON,04/14/2008,201280,134.1,0.063,2007,1501,4,3
JOHNSTON,11/04/2009,173400,157.64,0.05,2007,1100,3,3
JOHNSTON,04/29/2013,194900,156.67,0.05,2007,1244,3,3
JOHNSTON,09/15/2009,183380,147.41,0.05,2007,1244,3,3
JOHNSTON,03/26/2009,199200,146.79,0.05,2007,1357,1,3
JOHNSTON,08/06/2009,169000,112.59,0.063,2007,1501,2,2
JOHNSTON,04/01/2008,230950,153.86,0.083,2007,1501,4,3
JOHNSTON,06/06/2007,230970,153.88,0.083,2006,1501,2,3
JOHNSTON,08/19/2008,207800,153.13,0.063,2006,1357,1,2
JOHNSTON,11/16/2009,157970,100.94,0.05,2006,1565,3,3
JOHNSTON,12/01/2008,150600,96.23,0.05,2006,1565,3,3
JOHNSTON,01/27/2009,162250,103.67,0.05,2006,1565,3,3
JOHNSTON,11/03/2008,211670,141.02,0.063,2006,1501,3,3
JOHNSTON,09/22/2014,240000,159.89,0.063,2006,1501,3,3
JOHNSTON,06/01/2007,227200,151.37,0.083,2006,1501,3,3
JOHNSTON,10/15/2012,206500,137.57,0.083,2006,1501,3,3
JOHNSTON,11/07/2012,185000,136.33,0.083,2006,1357,3,3
JOHNSTON,05/30/2007,209990,155.55,0.083,2006,1350,3,3
JOHNSTON,03/27/2007,143500,91.69,0.05,2006,1565,3,3
JOHNSTON,10/15/2008,187000,119.49,0.05,2006,1565,3,3
JOHNSTON,07/21/2008,167500,107.03,0.05,2006,1565,3,3
JOHNSTON,05/21/2007,197500,146.3,0.063,2006,1350,2,2
JOHNSTON,09/18/2010,183000,134.86,0.063,2006,1357,4,3
JOHNSTON,05/23/2013,192500,141.86,0.083,2006,1357,4,2
JOHNSTON,04/08/2010,166000,122.33,0.083,2006,1357,2,2
JOHNSTON,11/22/2006,201460,149.23,0.083,2006,1350,2,2
JOHNSTON,10/20/2006,232770,155.8,0.083,2006,1494,4,3
JOHNSTON,09/20/2006,209600,155.26,0.05,2006,1350,4,3
JOHNSTON,06/06/2007,187900,109.95,0.05,2006,1709,3,3
JOHNSTON,04/04/2007,182300,116.49,0.063,2006,1565,3,3
JOHNSTON,09/08/2006,199970,133.85,0.083,2006,1494,2,2
JOHNSTON,10/20/2006,236970,158.61,0.083,2006,1494,4,3
JOHNSTON,08/28/2006,183900,117.51,0.05,2006,1565,3,3
JOHNSTON,09/03/2014,182000,116.29,0.05,2006,1565,3,3
JOHNSTON,11/28/2006,183900,117.51,0.05,2006,1565,3,3
JOHNSTON,07/25/2006,229790,153.81,0.083,2006,1494,4,3
JOHNSTON,04/03/2007,241840,159.84,0.083,2006,1513,4,3
JOHNSTON,04/25/2007,195970,130.56,0.063,2006,1501,2,2
JOHNSTON,09/19/2007,216000,127.66,0.05,2006,1692,5,4
JOHNSTON,08/19/2008,178920,115.58,0.05,2006,1548,3,3
JOHNSTON,10/30/2013,249000,165.89,0.063,2006,1501,3,3
JOHNSTON,03/27/2007,226280,150.75,0.063,2006,1501,3,3
JOHNSTON,04/07/2007,236110,156.05,0.083,2006,1513,4,3
JOHNSTON,06/25/2010,187990,125.83,0.083,2010,1494,4,3
JOHNSTON,08/24/2010,184900,123.76,0.063,2010,1494,2,2
JOHNSTON,08/02/2010,190440,127.47,0.083,2010,1494,2,2
JOHNSTON,05/28/2008,225570,150.28,0.083,2007,1501,4,3
JOHNSTON,07/01/2008,195000,156.75,0.05,2007,1244,3,3
JOHNSTON,06/23/2011,175500,141.08,0.05,2007,1244,3,3
JOHNSTON,11/16/2011,168200,135.21,0.05,2007,1244,3,3
JOHNSTON,08/05/2008,188990,151.92,0.05,2007,1244,3,3
JOHNSTON,08/29/2007,216940,159.87,0.083,2007,1357,4,3
JOHNSTON,06/25/2010,228000,134.12,0.081,2010,1700,4,3
JOHNSTON,06/02/2010,217470,127.92,0.081,2010,1700,3,3
JOHNSTON,07/25/2013,275000,177.19,0.095,2010,1552,4,3
JOHNSTON,10/18/2010,225410,145.24,0.095,2010,1552,4,3
JOHNSTON,01/26/2011,215000,138.53,0.075,2010,1552,4,3
JOHNSTON,11/11/2010,228390,147.16,0.095,2010,1552,4,3
JOHNSTON,12/26/2012,229900,148.13,0.093,2011,1552,2,3
JOHNSTON,11/13/2012,226900,146.2,0.075,2011,1552,2,3
JOHNSTON,02/26/2013,231400,149.1,0.075,2011,1552,2,3
JOHNSTON,08/21/2012,229900,148.13,0.09,2011,1552,2,3
JOHNSTON,07/19/2011,229900,148.13,0.095,2011,1552,3,3
JOHNSTON,10/24/2011,211900,141.83,0.063,2011,1494,3,3
JOHNSTON,10/06/2011,213800,143.11,0.063,2011,1494,3,3
JOHNSTON,09/08/2011,229900,148.13,0.075,2011,1552,3,3
JOHNSTON,08/17/2011,232010,149.49,0.095,2011,1552,3,3
JOHNSTON,09/19/2013,226650,151.71,0.085,2013,1494,3,3
JOHNSTON,10/22/2013,235900,152,0.075,2013,1552,3,3
JOHNSTON,03/10/2014,226900,151.87,0.063,2013,1494,3,3
JOHNSTON,03/17/2014,192900,142.15,0.063,2013,1357,2,2
JOHNSTON,12/30/2013,235900,152,0.075,2013,1552,3,3
JOHNSTON,01/22/2014,224900,154.36,0.085,2013,1457,3,3
JOHNSTON,09/30/2014,255900,164.88,0.09,2014,1552,3,3
JOHNSTON,10/29/2014,257430,165.87,0.075,2014,1552,2,3
JOHNSTON,10/08/2014,263610,169.85,0.093,2014,1552,3,3
JOHNSTON,11/20/2013,238900,169.67,0.095,2013,1408,3,3
JOHNSTON,01/31/2014,235900,152,0.075,2013,1552,3,3
JOHNSTON,09/18/2013,238900,153.93,0.096,2013,1552,4,3
JOHNSTON,07/08/2014,251340,125.54,0.095,2014,2002,2,3
