City,SaleDate,Price,PricePerSqFt,Acres,Yr,Area,TBr,Bathrooms
DES MOINES,01/08/1996,50000,41.36,0.253,1954,1209,3,2
DES MOINES,04/03/1996,79900,66.09,0.253,1954,1209,3,2
DES MOINES,11/03/1998,59500,53.89,0.177,1955,1104,2,1
DES MOINES,03/03/2014,86500,78.35,0.177,1955,1104,3,1
DES MOINES,01/24/2012,89900,81.43,0.177,1955,1104,3,1
DES MOINES,08/31/1989,45000,43.27,0.17,1955,1040,3,2
DES MOINES,07/31/2002,96500,92.79,0.17,1955,1040,3,2
DES MOINES,09/18/2001,82000,61.56,0.17,1955,1332,3,1
DES MOINES,05/06/2011,72500,53.51,0.227,1940,1355,3,2
DES MOINES,11/30/1992,51250,57.91,0.17,1940,885,2,2
DES MOINES,09/13/1991,44480,50.26,0.17,1940,885,2,2
DES MOINES,06/14/1989,41000,46.33,0.17,1940,885,2,1
DES MOINES,11/05/2008,55000,61.66,0.17,1940,892,2,2
DES MOINES,09/11/2001,84900,95.93,0.17,1940,885,2,2
DES MOINES,11/01/2009,102000,114.35,0.17,1940,892,2,2
DES MOINES,08/19/1992,35000,49.72,0.17,1950,704,2,1
DES MOINES,04/19/1997,49500,70.31,0.17,1950,704,2,1
DES MOINES,12/22/1989,33500,47.59,0.17,1950,704,2,1
DES MOINES,04/12/2001,97950,72.56,0.232,1960,1350,4,2
DES MOINES,12/19/2002,118000,87.41,0.232,1960,1350,4,2
DES MOINES,06/19/2001,123500,93.07,0.273,1960,1327,3,2
DES MOINES,10/27/2010,20000,16.03,0.199,1900,1248,3,1
DES MOINES,06/02/2004,91000,101.11,0.19,1972,900,3,1
DES MOINES,09/01/2007,130000,84.53,0.191,1982,1538,3,3
DES MOINES,09/10/2014,130000,114.04,0.196,1955,1140,3,2
DES MOINES,04/28/1997,79000,69.3,0.196,1955,1140,3,2
DES MOINES,03/18/1994,66500,58.33,0.196,1955,1140,3,2
DES MOINES,04/19/1994,63000,63.77,0.173,1979,988,3,2
DES MOINES,02/13/1989,56500,57.19,0.173,1979,988,3,2
DES MOINES,04/24/1997,73000,73.89,0.173,1979,988,3,2
DES MOINES,10/01/2012,42500,30.98,0.17,1910,1372,3,2
DES MOINES,04/30/1987,39900,29.08,0.17,1910,1372,3,2
DES MOINES,02/21/1989,45000,32.8,0.17,1910,1372,3,2
DES MOINES,12/05/2006,95380,69.52,0.17,1910,1372,3,2
DES MOINES,05/22/2013,42750,52.07,0.145,1880,821,3,1
DES MOINES,06/25/1996,53900,65.65,0.145,1880,821,3,1
DES MOINES,06/25/1996,56900,69.31,0.145,1880,821,3,1
DES MOINES,06/18/1996,40000,48.72,0.145,1880,821,3,1
DES MOINES,11/15/2000,56900,69.31,0.145,1880,821,3,1
DES MOINES,11/09/2000,53900,65.65,0.145,1880,821,3,1
DES MOINES,11/16/1995,67000,43.79,0.197,1920,1530,4,1
DES MOINES,03/25/1999,80000,52.29,0.197,1920,1530,4,1
DES MOINES,03/30/1990,53000,34.64,0.197,1920,1530,4,1
DES MOINES,08/13/2007,75000,55.76,0.197,1920,1345,4,1
DES MOINES,07/02/2014,7900,,0.233,,,,0
DES MOINES,04/27/2005,59500,96.59,0.102,1953,616,2,1
DES MOINES,06/01/2001,40000,64.94,0.102,1953,616,2,1
DES MOINES,06/15/1999,71000,69.34,0.17,1940,1024,4,1
DES MOINES,11/12/1993,56900,55.57,0.17,1940,1024,4,1
DES MOINES,05/25/2004,92000,103.14,0.17,1923,892,2,1
DES MOINES,06/16/1989,31900,35.76,0.17,1923,892,3,1
DES MOINES,12/19/1997,59500,66.7,0.17,1923,892,3,1
DES MOINES,10/01/2011,87000,97.53,0.17,1923,892,2,1
DES MOINES,08/24/1989,31000,34.75,0.17,1923,892,3,1
DES MOINES,08/14/1991,50000,45.79,0.17,1954,1092,3,1
DES MOINES,09/19/2003,87000,79.67,0.17,1954,1092,3,1
DES MOINES,11/11/2001,84500,65.5,0.17,1920,1290,2,2
DES MOINES,05/21/2008,99000,80.29,0.209,1924,1233,2,1
DES MOINES,11/19/2002,100000,62.7,0.124,1942,1595,4,1
DES MOINES,04/01/1997,66000,41.38,0.124,1942,1595,4,1
DES MOINES,06/04/2012,72900,45.82,0.124,1942,1591,4,1
DES MOINES,04/23/2001,70000,104.48,0.114,1942,670,2,2
DES MOINES,03/04/1997,48900,72.99,0.114,1942,670,2,2
DES MOINES,09/10/1990,30900,46.12,0.114,1942,670,2,2
DES MOINES,03/09/1992,38500,57.46,0.114,1942,670,2,2
DES MOINES,11/01/1988,25500,37.95,0.114,1942,672,2,1
DES MOINES,09/09/1999,58000,86.31,0.114,1942,672,2,1
DES MOINES,10/18/1990,27000,40.18,0.114,1942,672,2,1
DES MOINES,12/28/1996,51500,76.64,0.114,1942,672,2,1
DES MOINES,10/09/2004,73500,109.38,0.114,1942,672,2,1
DES MOINES,06/26/1989,9000,13.39,0.114,1942,672,2,1
DES MOINES,05/31/2001,93900,101.19,0.155,1930,928,2,2
DES MOINES,06/27/1988,9500,10.24,0.155,1930,928,2,2
DES MOINES,01/06/1989,40000,43.1,0.155,1930,928,2,2
DES MOINES,03/02/1996,65500,,0.155,,,,0
DES MOINES,07/22/1994,72500,54.14,0.194,1978,1339,2,3
DES MOINES,09/26/1997,9000,11.66,0.129,1896,772,2,1
DES MOINES,10/04/1999,39000,50.52,0.129,1896,772,2,1
DES MOINES,06/11/1990,10000,12.95,0.129,1896,772,2,1
DES MOINES,01/05/1987,38000,,,,,,0
DES MOINES,01/09/2012,70000,50.91,0.516,1896,1375,3,1
DES MOINES,10/03/2007,76200,109.64,0.258,1951,695,2,1
DES MOINES,03/27/2013,24750,35.61,0.258,1951,695,2,1
DES MOINES,05/18/1991,23000,33.09,0.258,1951,695,2,1
DES MOINES,07/11/2000,54900,78.99,0.258,1951,695,2,1
DES MOINES,07/08/1991,26500,22.96,0.129,1910,1154,2,1
DES MOINES,11/16/2009,48000,47.11,0.129,1910,1019,2,1
DES MOINES,08/08/2008,140000,86.74,0.258,1955,1614,3,1
DES MOINES,05/24/1999,81000,50.19,0.258,1955,1614,3,1
DES MOINES,02/20/2007,83100,51.49,0.258,1955,1614,3,1
DES MOINES,03/31/2006,89900,120.51,0.179,1954,746,2,1
DES MOINES,12/27/2002,72000,96.51,0.179,1954,746,2,1
DES MOINES,03/11/2009,79900,112.85,0.179,1954,708,2,1
DES MOINES,10/17/2007,75000,68.49,0.385,1894,1095,4,1
DES MOINES,12/27/2013,32000,29.22,0.385,1894,1095,4,1
DES MOINES,08/05/2005,69900,63.84,0.257,1883,1095,4,1
DES MOINES,03/24/2000,77500,70.78,0.257,1883,1095,4,1
DES MOINES,10/25/2004,69900,63.84,0.385,1883,1095,4,1
DES MOINES,02/27/2014,25000,22.83,0.257,1894,1095,4,1
DES MOINES,03/09/2000,46000,42.01,0.385,1883,1095,4,1
DES MOINES,07/26/1995,99000,75.34,0.385,1957,1314,3,3
DES MOINES,10/18/2011,137000,104.26,0.385,1957,1314,3,3
DES MOINES,11/09/1988,59100,44.98,0.385,1957,1314,3,3
DES MOINES,01/18/2000,83900,95.34,0.256,1958,880,2,1
DES MOINES,06/19/1995,72000,81.82,0.256,1958,880,2,1
DES MOINES,04/20/1993,63000,71.59,0.256,1958,880,2,1
DES MOINES,04/16/2001,91500,103.98,0.256,1958,880,2,1
DES MOINES,07/31/2001,89600,96.55,0.256,1958,928,2,2
DES MOINES,05/21/1997,77000,82.97,0.256,1958,928,2,2
DES MOINES,01/20/1989,44900,48.38,0.256,1958,928,2,2
DES MOINES,11/19/2010,65000,57.73,0.256,1886,1126,4,1
DES MOINES,12/29/2000,55900,49.64,0.256,1886,1126,4,1
DES MOINES,04/30/1997,40000,35.52,0.256,1886,1126,4,1
DES MOINES,09/28/1990,10750,22.4,,1886,480,1,1
DES MOINES,10/05/1990,15000,31.25,,1886,480,1,1
DES MOINES,09/18/1991,41500,57.64,,1886,720,2,1
DES MOINES,04/22/1995,49500,68.75,0.192,1886,720,2,1
DES MOINES,11/25/1997,65500,90.97,0.192,1886,720,2,1
DES MOINES,09/27/2005,91700,127.36,0.192,1991,720,2,1
DES MOINES,09/25/2001,88000,122.22,0.192,1991,720,2,1
DES MOINES,01/19/1990,10750,15.31,,1880,702,2,1
DES MOINES,06/18/1992,72800,63.64,,1992,1144,3,2
DES MOINES,05/08/1999,81900,71.59,0.192,1992,1144,3,2
DES MOINES,09/22/2002,105900,92.57,0.192,1992,1144,3,2
DES MOINES,09/28/2006,108000,94.41,0.192,1992,1144,3,2
DES MOINES,03/26/2004,110900,96.94,0.192,1992,1144,3,2
DES MOINES,08/31/2006,70000,66.79,0.128,1880,1048,2,1
DES MOINES,05/10/2005,14000,14.17,0.128,1880,988,2,1
DES MOINES,12/15/1997,29500,29.86,0.128,1880,988,2,1
DES MOINES,01/26/1990,19500,19.74,0.128,1880,988,2,1
DES MOINES,03/17/2000,54900,55.57,0.128,1880,988,2,1
DES MOINES,02/27/1998,53900,54.55,0.128,1880,988,2,1
DES MOINES,08/26/2001,40000,39.06,0.448,1886,1024,2,1
DES MOINES,10/30/2001,59900,58.5,0.448,1886,1024,2,1
DES MOINES,01/24/2004,106000,115.47,0.256,1977,918,4,4
DES MOINES,07/13/2006,80000,121.58,0.187,1955,658,2,1
DES MOINES,12/17/2002,34000,51.67,0.187,1955,658,2,1
DES MOINES,01/27/2011,32000,48.63,0.187,1955,658,2,1
DES MOINES,03/12/1992,28000,41.98,0.175,1955,667,2,1
DES MOINES,05/14/2008,88500,132.68,0.175,1955,667,2,1
DES MOINES,02/14/1987,24500,36.73,0.175,1955,667,2,1
DES MOINES,08/01/1989,11000,16.49,0.175,1955,667,2,1
DES MOINES,08/02/1989,24500,36.73,0.175,1955,667,2,1
DES MOINES,12/07/1993,62500,74.4,0.128,1972,840,3,1
DES MOINES,04/14/1998,70000,53.93,0.27,1915,1298,3,1
DES MOINES,04/14/1998,70000,75.51,0.27,1955,927,3,1
DES MOINES,04/14/1998,70000,83.33,0.27,1972,840,3,1
DES MOINES,07/18/2005,99900,108.71,0.384,1973,919,3,1
DES MOINES,04/07/1997,68450,74.48,0.384,1973,919,3,1
DES MOINES,11/06/2013,59000,64.2,0.384,1973,919,3,1
DES MOINES,02/15/2005,127250,151.49,0.27,1972,840,3,1
DES MOINES,10/15/2008,146810,174.77,0.27,1972,840,3,1
DES MOINES,07/07/2012,90350,107.56,0.27,1972,840,3,1
DES MOINES,10/06/2009,90350,107.56,0.27,1972,840,3,1
DES MOINES,03/26/2009,68800,81.9,0.27,1972,840,3,1
DES MOINES,08/22/2005,107190,133.99,0.135,1993,800,2,1
DES MOINES,12/18/2003,96000,120,0.135,1993,800,2,1
DES MOINES,02/01/1994,55660,69.58,0.135,1993,800,2,1
DES MOINES,08/15/2000,79900,99.88,0.135,1993,800,2,1
DES MOINES,06/01/2007,109500,136.88,0.135,1993,800,2,1
DES MOINES,01/29/1997,71900,89.88,0.135,1993,800,2,1
DES MOINES,05/05/2006,81500,101.88,0.135,1993,800,2,1
DES MOINES,07/16/2013,62500,61.39,0.27,1880,1018,1,1
DES MOINES,12/29/2009,31000,30.45,0.27,1880,1018,1,1
DES MOINES,07/16/2013,62500,61.39,0.27,1880,1018,1,1
DES MOINES,12/01/2012,20500,24.64,0.128,1927,832,2,1
DES MOINES,04/21/1999,55000,66.11,0.128,1927,832,2,1
DES MOINES,10/22/1990,15820,19.01,0.128,1927,832,2,1
DES MOINES,03/31/2004,113500,123.64,0.192,1977,918,4,4
DES MOINES,10/13/2004,127000,138.34,0.192,1977,918,4,4
DES MOINES,10/11/2000,96000,104.58,0.192,1977,918,4,4
DES MOINES,12/19/2000,92000,100.22,0.192,1977,918,4,4
DES MOINES,10/11/2000,96000,104.58,0.192,1977,918,4,4
DES MOINES,12/19/2000,92000,100.22,0.192,1977,918,4,4
DES MOINES,10/13/2004,127000,138.34,0.192,1977,918,4,4
DES MOINES,03/31/2004,113500,123.64,0.192,1977,918,4,4
DES MOINES,06/13/1996,75000,75.53,0.27,1966,993,,2
DES MOINES,01/31/1995,35160,40.41,0.135,1929,870,2,1
DES MOINES,01/20/1999,53500,61.49,0.135,1929,870,2,1
DES MOINES,10/08/1987,30000,34.48,0.135,1929,870,2,1
DES MOINES,05/23/2001,48000,37.18,0.128,1886,1291,4,1
DES MOINES,02/23/2003,77050,59.68,0.128,1886,1291,4,1
DES MOINES,03/17/2003,70500,54.61,0.128,1886,1291,4,1
DES MOINES,02/16/2004,49900,56.19,0.129,1887,888,2,1
DES MOINES,11/20/1990,9000,10.14,0.129,1887,888,2,1
DES MOINES,04/28/1993,30000,33.78,0.129,1887,888,2,1
DES MOINES,10/18/2005,64500,72.64,0.129,1887,888,2,1
DES MOINES,10/09/1999,39000,43.92,0.129,1887,888,2,1
DES MOINES,11/17/1995,33900,38.18,0.129,1887,888,2,1
DES MOINES,01/31/1992,25000,28.15,0.129,1887,888,2,1
DES MOINES,11/05/1999,48000,54.05,0.129,1887,888,2,1
DES MOINES,03/15/1991,15000,16.89,0.129,1887,888,2,1
DES MOINES,12/12/2012,13000,14.35,0.193,1886,906,2,1
DES MOINES,08/24/1987,13000,,0,,,,0
DES MOINES,04/03/2014,60000,62.11,0.193,1886,966,2,1
DES MOINES,02/15/1991,17000,14.17,0.193,1920,1200,4,1
DES MOINES,10/04/1989,25000,20.83,0.193,1920,1200,4,1
DES MOINES,02/04/1991,38000,31.67,0.193,1920,1200,4,1
DES MOINES,09/14/1989,41000,43.8,0.388,1905,936,2,1
DES MOINES,07/07/1987,30100,,,,,,0
DES MOINES,02/28/2002,67000,71.58,0.388,1905,936,2,1
DES MOINES,05/22/2009,40500,41.5,0.258,1947,976,3,2
DES MOINES,10/12/1996,73900,75.72,0.258,1947,976,3,2
DES MOINES,10/12/1993,32500,41.77,0.172,1972,778,3,1
DES MOINES,10/03/1989,3500,4.5,0.172,1972,778,,1
DES MOINES,11/01/1989,44900,57.71,0.172,1972,778,,1
DES MOINES,07/25/1992,52200,67.1,0.172,1972,778,3,1
DES MOINES,05/28/2011,17000,13.67,0.257,1900,1244,4,1
DES MOINES,05/01/2009,89000,85.82,0.256,1886,1037,3,1
DES MOINES,02/15/1996,55000,53.04,0.129,1886,1037,3,1
DES MOINES,04/01/2001,59900,57.76,0.129,1886,1037,3,1
DES MOINES,03/28/2001,30000,28.93,0.258,1886,1037,3,1
DES MOINES,10/05/1998,37000,35.68,0.258,1886,1037,3,1
DES MOINES,01/28/1999,53500,51.59,0.258,1886,1037,3,1
DES MOINES,11/21/1997,79900,78.64,0.577,1948,1016,3,2
DES MOINES,08/21/1999,65000,55.94,0.161,1946,1162,3,1
DES MOINES,05/07/1991,40000,34.42,0.161,1946,1162,3,1
DES MOINES,08/26/2001,78200,67.3,0.161,1946,1162,3,1
DES MOINES,12/07/1988,48500,34.5,0.161,1941,1406,3,1
DES MOINES,03/26/1993,59850,42.57,0.161,1941,1406,3,1
DES MOINES,03/10/2003,86500,92.51,0.257,1941,935,2,1
DES MOINES,03/17/1997,36000,38.5,0.257,1941,935,2,1
DES MOINES,10/01/1997,57000,60.96,0.257,1941,935,2,1
DES MOINES,12/15/2008,74000,35.58,0.288,1930,2080,3,2
DES MOINES,09/11/2003,89900,94.43,0.23,1955,952,3,1
DES MOINES,04/24/1989,13000,16.39,0.267,1920,793,2,1
DES MOINES,03/09/2002,39900,50.32,0.267,1920,793,2,1
DES MOINES,04/30/2012,52000,40.69,0.17,1930,1278,,1
DES MOINES,07/12/2013,106900,83.65,0.17,1930,1278,3,2
DES MOINES,11/14/2001,110000,95.16,0.193,1938,1156,3,1
DES MOINES,04/16/2005,131000,110.74,0.193,1938,1183,3,1
DES MOINES,04/30/2001,50000,43.25,0.193,1938,1156,3,1
DES MOINES,03/29/2013,39690,41.17,0.202,1942,964,2,1
DES MOINES,03/27/2013,39900,41.39,0.202,1942,964,2,1
DES MOINES,06/11/2004,90000,93.36,0.202,1942,964,2,1
DES MOINES,07/21/2014,80000,82.99,0.202,1942,964,2,1
DES MOINES,01/25/2013,17860,18.53,0.202,1942,964,2,1
DES MOINES,07/29/1991,63000,41.92,0.397,1951,1503,4,2
DES MOINES,10/01/2007,119000,79.17,0.397,1951,1503,4,2
DES MOINES,10/13/2005,150900,100.4,0.397,1951,1503,4,2
DES MOINES,02/15/2007,130050,86.53,0.397,1951,1503,4,2
DES MOINES,10/20/1994,82000,54.56,0.397,1951,1503,4,2
DES MOINES,08/23/1999,91000,60.55,0.397,1951,1503,4,2
DES MOINES,09/05/1991,17000,11.39,0.384,1918,1492,3,1
DES MOINES,09/05/1991,17000,11.39,0.384,1918,1492,3,1
DES MOINES,09/22/1988,20000,28.41,0.171,1913,704,2,1
DES MOINES,02/04/2002,42500,60.37,0.171,1913,704,2,1
DES MOINES,10/20/2011,25000,35.51,0.171,1913,704,2,1
DES MOINES,07/22/1991,17500,24.86,0.171,1913,704,2,1
DES MOINES,12/20/2011,45000,63.92,0.171,1913,704,2,1
DES MOINES,07/22/1991,18000,25.57,0.171,1913,704,2,1
DES MOINES,06/14/2007,73000,103.69,0.171,1913,704,2,1
DES MOINES,10/28/2003,117000,107.14,0.264,2003,1092,3,2
DES MOINES,07/01/2003,15500,,0.264,,,,0
DES MOINES,05/03/2002,37000,54.73,0.15,1916,676,1,1
DES MOINES,09/29/2006,56000,82.84,0.151,1916,676,1,1
DES MOINES,11/10/1997,54000,76.92,0.153,1916,702,2,1
DES MOINES,01/01/2002,49180,41.36,0.231,1890,1189,2,1
DES MOINES,10/28/1993,48000,40.37,0.231,1890,1189,2,1
DES MOINES,01/15/1999,109900,64.88,0.17,1979,1694,4,3
DES MOINES,06/20/1991,80800,47.7,0.17,1979,1694,4,3
DES MOINES,07/07/1999,92000,65.57,0.297,1925,1403,3,2
DES MOINES,08/22/1996,90000,64.15,0.297,1925,1403,3,2
DES MOINES,09/14/2014,116500,83.04,0.297,1925,1403,3,2
DES MOINES,04/26/2003,76000,90.58,0.218,1930,839,2,1
DES MOINES,06/25/1987,37000,44.1,0.218,1930,839,2,1
DES MOINES,12/31/1999,56900,67.82,0.218,1930,839,2,1
DES MOINES,04/12/2002,60000,64.1,0.218,1905,936,2,1
DES MOINES,11/28/1990,33000,35.26,0.218,1905,936,2,1
DES MOINES,07/23/2014,40100,42.84,0.218,1905,936,2,1
DES MOINES,07/30/1992,37500,40.06,0.218,1905,936,2,1
DES MOINES,07/28/2014,43100,46.05,0.218,1905,936,2,1
DES MOINES,08/07/2002,69900,74.68,0.218,1905,936,2,1
DES MOINES,09/18/1993,38000,49.48,0.24,1930,768,2,1
DES MOINES,09/21/1995,42000,54.69,0.24,1930,768,2,1
DES MOINES,07/16/1991,46800,47.32,0.189,1951,989,2,1
DES MOINES,05/15/2014,84000,84.93,0.189,1951,989,2,1
DES MOINES,01/24/1994,55000,55.61,0.189,1951,989,2,1
DES MOINES,03/24/2002,85000,85.95,0.189,1951,989,2,1
DES MOINES,07/25/1994,20000,38.31,,1937,522,2,1
DES MOINES,04/05/2005,49900,95.59,0.183,1937,522,2,1
DES MOINES,04/30/1998,43000,82.38,0.183,1937,522,2,1
DES MOINES,10/01/1998,58900,112.84,0.183,1937,522,2,1
DES MOINES,10/06/1995,40000,76.63,0.183,1937,522,2,1
DES MOINES,08/31/2001,59900,114.75,0.183,1937,522,2,1
DES MOINES,04/27/1995,58000,58.7,0.369,1899,988,3,2
DES MOINES,02/16/2007,82900,90.9,0.349,1915,912,2,1
DES MOINES,01/02/2009,82900,90.9,0.349,1915,912,2,1
DES MOINES,12/05/2006,40000,43.86,0.349,1915,912,2,1
DES MOINES,03/14/2001,74000,84.96,0.161,1926,871,2,1
DES MOINES,07/20/1995,58000,66.59,0.161,1926,871,2,1
DES MOINES,05/29/1992,50000,57.41,0.161,1926,871,2,1
DES MOINES,03/25/1992,33000,37.89,0.161,1926,871,2,1
DES MOINES,03/25/1987,33000,37.89,0.161,1926,871,2,1
DES MOINES,12/29/1986,27000,31,0.161,1926,871,2,1
DES MOINES,02/16/2012,95000,109.07,0.161,1926,871,2,1
DES MOINES,04/15/2002,114900,75.64,0.714,1902,1519,4,1
DES MOINES,04/27/2001,83450,54.94,0.714,1902,1519,4,1
DES MOINES,08/08/1990,52800,34.76,0.714,1902,1519,4,1
DES MOINES,05/15/1994,46500,67.78,0.269,1940,686,2,1
DES MOINES,05/07/1990,30000,42.13,0.269,1940,712,2,1
DES MOINES,05/07/1990,35000,51.02,0.269,1940,686,2,1
DES MOINES,08/25/2000,89500,95.01,0.247,1940,942,,1
DES MOINES,04/19/2000,60000,63.69,0.247,1940,942,,1
DES MOINES,03/08/2001,49000,68.06,0.168,1914,720,1,1
DES MOINES,08/06/1987,24310,,,,,,0
DES MOINES,10/13/1995,73000,57.39,0.499,1900,1272,3,1
DES MOINES,05/14/2014,95000,69.5,0.21,1922,1367,2,1
DES MOINES,10/07/1991,45000,31.01,0.21,1922,1451,2,1
DES MOINES,09/13/2006,85500,118.09,0.328,1940,724,1,1
DES MOINES,02/21/2000,65000,58.88,0.196,1913,1104,3,1
DES MOINES,05/10/2005,70000,83.93,0.243,1902,834,2,1
DES MOINES,01/19/1999,39700,47.6,0.243,1902,834,2,1
DES MOINES,05/10/2012,21000,25.18,0.243,1902,834,2,1
DES MOINES,10/28/2013,64000,68.38,0.201,1917,936,2,1
DES MOINES,03/17/1993,55200,55.59,0.378,1919,993,3,2
DES MOINES,04/03/2010,83000,83.59,0.378,1919,993,2,2
DES MOINES,03/18/2013,111000,82.22,0.234,1915,1350,3,1
DES MOINES,06/19/1995,79900,59.19,0.234,1915,1350,4,2
DES MOINES,09/24/2014,100000,74.07,0.234,1915,1350,3,1
DES MOINES,09/29/1993,63000,55.85,0.201,1926,1128,3,1
DES MOINES,07/10/2007,106000,93.97,0.201,1926,1128,3,1
DES MOINES,04/10/1995,68900,61.08,0.201,1926,1128,3,1
DES MOINES,07/16/2004,160000,89.94,1.225,1921,1779,4,2
DES MOINES,01/23/1990,58000,32.6,0.443,1921,1779,3,2
DES MOINES,02/25/1988,34500,,,,,,0
DES MOINES,01/11/1994,36100,30.29,0.402,1912,1192,3,1
DES MOINES,03/02/1997,67000,56.21,0.402,1912,1192,3,1
DES MOINES,05/07/2003,99000,83.05,0.402,1912,1192,3,1
DES MOINES,05/30/1990,46500,39.01,0.402,1912,1192,3,1
DES MOINES,10/30/2003,92000,82.59,0.349,1915,1114,2,1
DES MOINES,11/07/1997,61900,55.57,0.349,1915,1114,2,1
DES MOINES,11/06/2001,65000,75.58,0.363,1917,860,2,1
DES MOINES,11/15/2002,110000,76.5,0.303,1955,1438,3,2
DES MOINES,02/27/1991,48250,27.35,0.285,1958,1764,4,2
DES MOINES,06/01/1988,52000,29.48,0.285,1958,1764,4,2
DES MOINES,01/18/2011,137900,99.64,0.285,1958,1384,4,2
DES MOINES,04/21/1994,74500,42.23,0.285,1958,1764,4,2
DES MOINES,06/25/2002,92500,77.6,0.943,1910,1192,2,1
,03/09/2004,8000,,0.231,,,,0
DES MOINES,03/12/2008,75000,62.92,0.677,1910,1192,2,1
DES MOINES,05/28/1995,60000,46.66,0.45,1920,1286,3,2
DES MOINES,10/17/1990,37500,28.24,,1912,1328,2,1
DES MOINES,02/22/1995,66900,50.38,0.624,1912,1328,2,1
DES MOINES,07/10/1996,74000,77.08,0.21,1954,960,3,1
DES MOINES,06/30/1997,43000,62.14,0.186,1947,692,1,1
DES MOINES,10/17/2002,55500,80.2,0.186,1947,692,1,1
DES MOINES,03/20/2001,94000,94.28,0.259,1957,997,2,2
DES MOINES,03/22/1990,42220,49.67,0.139,1950,850,2,1
DES MOINES,04/24/2007,113300,137.33,0.139,1950,825,2,1
DES MOINES,02/10/2005,53000,62.35,0.139,1950,850,2,1
DES MOINES,07/13/1990,19370,22.79,0.139,1950,850,2,1
DES MOINES,11/06/2002,48500,57.06,0.139,1950,850,2,1
DES MOINES,10/18/1994,28500,33.53,0.139,1950,850,2,1
DES MOINES,12/16/1998,74900,88.12,0.256,1950,850,2,1
DES MOINES,12/17/1998,43000,50.59,0.256,1950,850,2,1
DES MOINES,03/04/2002,74900,88.12,0.256,1950,850,2,1
DES MOINES,04/06/2001,72900,85.76,0.256,1950,850,2,1
DES MOINES,04/16/1997,65900,77.53,0.196,1950,850,2,1
DES MOINES,01/17/1987,42900,50.47,0.196,1950,850,2,1
DES MOINES,12/27/2000,72250,60.56,0.216,1920,1193,3,1
DES MOINES,03/02/2012,90000,83.49,0.216,1920,1078,3,1
DES MOINES,12/04/2009,45000,41.74,0.216,1920,1078,3,1
DES MOINES,03/30/2010,133000,137.25,0.165,1964,969,3,2
DES MOINES,02/08/2006,105500,128.35,0.167,1924,822,2,1
DES MOINES,12/06/1989,36500,44.4,0.167,1924,822,2,1
DES MOINES,03/12/1997,51500,62.65,0.167,1924,822,2,1
DES MOINES,05/18/2000,84500,92.65,0.269,1955,912,2,1
DES MOINES,04/30/1999,78500,86.07,0.269,1955,912,2,1
DES MOINES,06/13/2001,103000,112.94,0.269,1955,912,2,1
DES MOINES,09/24/2003,112000,122.81,0.269,1955,912,2,1
DES MOINES,05/18/2001,16000,,0.176,,,,0
DES MOINES,05/16/2003,127600,113.52,0.176,2003,1124,3,2
DES MOINES,12/18/2013,123000,81.95,0.207,1947,1501,3,2
DES MOINES,09/18/2003,106500,61.77,0.207,1947,1724,3,2
DES MOINES,03/20/2013,62500,41.64,0.207,1947,1501,3,2
DES MOINES,10/14/1997,82500,47.85,0.207,1947,1724,3,1
DES MOINES,10/12/2011,72500,88.85,0.1,1959,816,2,1
DES MOINES,03/26/1997,62000,55.66,0.207,1947,1114,2,1
DES MOINES,03/30/1990,54900,50.32,0.682,1909,1091,3,1
DES MOINES,04/13/1998,74900,68.65,0.682,1909,1091,3,1
DES MOINES,11/27/1985,37000,,,,,,0
DES MOINES,09/22/2004,69900,64.07,0.496,1909,1091,3,1
DES MOINES,08/23/2013,160000,113.96,0.496,1909,1404,3,3
DES MOINES,08/22/2012,34000,38.16,0.496,1909,891,3,1
,03/16/1998,5000,,0.186,,,,0
DES MOINES,07/10/2006,113900,84.43,0.505,1936,1349,3,1
DES MOINES,12/19/2008,87000,64.49,0.505,1936,1349,3,1
DES MOINES,01/23/1993,53000,39.29,0.505,1936,1349,2,1
DES MOINES,07/01/1993,93000,57.41,0.363,1963,1620,3,1
DES MOINES,06/02/1987,74000,45.68,0.363,1963,1620,3,1
DES MOINES,08/20/1999,129000,79.63,0.363,1963,1620,3,1
DES MOINES,10/18/2012,54510,42.85,0.548,1907,1272,3,2
DES MOINES,03/18/2007,129500,101.81,0.548,1907,1272,3,2
DES MOINES,01/11/1994,66900,53.65,0.548,1907,1247,4,2
DES MOINES,02/08/1988,12000,,,,,,0
DES MOINES,05/04/2006,80000,85.56,0.173,1964,935,3,2
DES MOINES,08/28/2002,17500,18.72,0.173,1964,935,3,2
DES MOINES,02/10/2000,59900,62.4,0.221,1920,960,2,1
DES MOINES,08/04/1997,42000,43.75,0.221,1920,960,2,1
DES MOINES,08/12/1997,59900,62.4,0.221,1920,960,2,1
DES MOINES,12/28/1989,13000,15.72,0.201,1927,827,2,1
DES MOINES,03/27/2000,51000,61.67,0.201,1927,827,2,1
DES MOINES,04/20/1992,50000,32.49,0.209,1960,1539,4,2
DES MOINES,12/03/2001,95000,61.73,0.209,1960,1539,4,2
DES MOINES,04/20/1992,50000,32.49,0.203,1960,1539,4,2
DES MOINES,12/03/2001,95000,61.73,0.203,1960,1539,4,2
DES MOINES,06/03/1998,43760,30.08,0.595,1935,1455,3,1
DES MOINES,06/05/2002,60000,41.24,0.595,1935,1455,3,1
DES MOINES,07/27/2002,89500,61.51,0.422,1935,1455,3,1
